companyName,companySize,totalRevenue,industry,businessType,country,website
FixGenius,large,169419640,Self-Healing Systems & Predictive Maintenance,B2B,SG,https://fixgenius.com
AutoCure AI,micro,189506,Self-Healing Systems & Predictive Maintenance,B2C,DE,https://autocureai.com
RegenTech Solutions,medium,28396071,Self-Healing Systems & Predictive Maintenance,B2B,US,https://regentech.com
MendAI Labs,small,2783261,Self-Healing Systems & Predictive Maintenance,B2B,CN,https://mendailabs.com
NeuroFix Systems,micro,417850,Self-Healing Systems & Predictive Maintenance,B2C,CN,https://neurofixsystems.com
AutoThink AI,large,276989648,Hyperautomation & Cognitive Automation,B2B,IE,https://autothink.ie
HyperBotics,large,459201847,Hyperautomation & Cognitive Automation,B2C,JP,https://hyperbotics.com
CogniFlow,large,480297044,Hyperautomation & Cognitive Automation,B2B,JP,https://cogniflow.com
Infinite Automate,micro,434336,Hyperautomation & Cognitive Automation,B2B,CA,https://infiniteautomate.com
NeuroFIbres,medium,49477146,Hyperautomation & Cognitive Automation,B2B,CH,https://neurofibres.com
AIOrchestrate,small,2871898,Hyperautomation & Cognitive Automation,B2C,DE,https://aiorchestrate.com
SynaptiFlow,micro,262220,Hyperautomation & Cognitive Automation,B2B,SG,https://synaptiflow.com
AutoMinds,small,3825260,Hyperautomation & Cognitive Automation,B2B,IS,https://autominds.com
MindMesh Automation,medium,48691317,Hyperautomation & Cognitive Automation,B2B,LU,https://mindmesh.com
Cognitive Ops,large,353922972,Hyperautomation & Cognitive Automation,B2C,AU,https://cognitiveops.au
MediAI Health,small,1949016,Digital Therapeutics & Telemedicine AI,B2C,NL,https://mediaihealth.com
TheraBotix,small,2640339,Digital Therapeutics & Telemedicine AI,B2C,IE,https://therabotix.com
CuraSense,small,3501830,Digital Therapeutics & Telemedicine AI,B2B,NZ,https://curasense.com
NeuroMedix,micro,352590,Digital Therapeutics & Telemedicine AI,B2C,SG,https://neuromedix.com
AI WellCare,large,469765559,Digital Therapeutics & Telemedicine AI,B2C,FI,https://aiwellcare.com
TeleCure AI,large,62610097,Digital Therapeutics & Telemedicine AI,B2B,CA,https://telecure.ca
DigiThera Health,micro,264499,Digital Therapeutics & Telemedicine AI,B2C,DK,https://digitherahealth.com
MindHeal Tech,large,81499737,Digital Therapeutics & Telemedicine AI,B2B,DK,https://mindhealtech.com
SympTrack AI,small,3076101,Digital Therapeutics & Telemedicine AI,B2C,DE,https://symptrack.com
WellBot TeleHealth,micro,274340,Digital Therapeutics & Telemedicine AI,B2C,DE,https://wellbottelehealth.com
SkyNet Drones,large,242397031,Autonomous Drone Technology,B2C,CA,https://skynetdrones.com
AeroVision AI,medium,20450605,Autonomous Drone Technology,B2B,SG,https://aerovision.com
HoverTech Systems,medium,31927958,Autonomous Drone Technology,B2B,KR,https://hovertechsystems.com
QuantumFlight Robotics,large,94181377,Autonomous Drone Technology,B2B,JP,https://quantumflight.com
Nimbus Aerial,medium,17541680,Autonomous Drone Technology,B2C,FR,https://nimbusaerial.com
HawkEye UAV,small,2597522,Autonomous Drone Technology,B2B,SE,https://hawkeye-uav.com
Aether DroneTech,small,2483671,Autonomous Drone Technology,B2C,IL,https://aetherdronetech.com
FalconFly AI,medium,21395150,Autonomous Drone Technology,B2B,CA,https://falconfly.ca
CloudWing Systems,medium,40475191,Autonomous Drone Technology,B2C,JP,https://cloudwing.jp
OrbitX Robotics,small,630720,Autonomous Drone Technology,B2C,JP,https://orbitxrobotics.com
NextGen Automation,large,321776016,Smart Factories & Industry 4.0,B2C,CH,https://nextgenautomation.com
FactoryMind AI,medium,32407356,Smart Factories & Industry 4.0,B2B,CA,https://factorymind.com
CyberFab Systems,micro,407185,Smart Factories & Industry 4.0,B2C,CA,https://cyberfab.com
SmartForge Technologies,large,62281609,Smart Factories & Industry 4.0,B2B,DK,https://smartforge.dk
PrecisionAI Manufacturing,medium,31209661,Smart Factories & Industry 4.0,B2B,GB,https://precisionai.com
AutoFab Solutions,small,3515384,Smart Factories & Industry 4.0,B2B,US,https://autofabsolutions.com
MechaSync Robotics,small,2037815,Smart Factories & Industry 4.0,B2B,HK,https://mechasyncrobotics.com
HyperFlow Automation,small,4617025,Smart Factories & Industry 4.0,B2B,DK,https://hyperflowautomation.dk
IndustriEdge AI,micro,237934,Smart Factories & Industry 4.0,B2B,US,https://industriege.com
NeuroFab Labs,large,314397630,Smart Factories & Industry 4.0,B2B,CN,https://neurofablabs.com
HyperTarget AI,small,2437158,AI-Powered Personalization & Recommendation Systems,B2B,CH,https://hypertarget.com
RecomGenie,medium,28515330,AI-Powered Personalization & Recommendation Systems,B2B,KR,https://recomgenie.com
NeuralChoice Systems,micro,449697,AI-Powered Personalization & Recommendation Systems,B2C,CH,https://neuralchoice.com
PerceptiveAI,small,4189162,AI-Powered Personalization & Recommendation Systems,B2B,AU,https://perceptive.com
InsightX Personalization,micro,439950,AI-Powered Personalization & Recommendation Systems,B2C,IL,https://insightxpersonalization.il
SmartSuggest AI,large,193343859,AI-Powered Personalization & Recommendation Systems,B2C,DE,https://smartsuggest.com
DeepAffinity Tech,large,444798313,AI-Powered Personalization & Recommendation Systems,B2C,AT,https://deepaffinity.com
TailorMade AI,micro,340511,AI-Powered Personalization & Recommendation Systems,B2B,NL,https://tailormade.nl
PersonaCraft,large,99799496,AI-Powered Personalization & Recommendation Systems,B2C,KR,https://personacraft.com
SynapseRecs,large,460639408,AI-Powered Personalization & Recommendation Systems,B2C,AU,https://synapserecs.com
OrbitalLink,medium,32395468,Satellite-Based Internet & Global Connectivity,B2B,AT,https://orbitallink.com
CelestiaNet,medium,49293175,Satellite-Based Internet & Global Connectivity,B2C,SG,https://celestianet.com
StarWave Broadband,small,943772,Satellite-Based Internet & Global Connectivity,B2C,CH,https://starwave.com
SkyBridge Connect,micro,476463,Satellite-Based Internet & Global Connectivity,B2C,NL,https://skybridgeconnect.com
ExoComm Networks,micro,280484,Satellite-Based Internet & Global Connectivity,B2B,IT,https://exocomm.com
AetherLink Systems,large,488004345,Satellite-Based Internet & Global Connectivity,B2B,JP,https://aetherlink.com
NovaBeam Communications,micro,422862,Satellite-Based Internet & Global Connectivity,B2C,KR,https://novabeam.com
StratosSync,medium,14150088,Satellite-Based Internet & Global Connectivity,B2B,DE,https://stratossync.com
AstroGrid Internet,micro,450786,Satellite-Based Internet & Global Connectivity,B2C,NL,https://astrogrid.com
GalactiNet Solutions,large,422216635,Satellite-Based Internet & Global Connectivity,B2B,NO,https://galactinet.no
BioSecureID,micro,47302,Biometric Security & Behavioral Authentication,B2C,DE,https://biosecureid.de
NeuroPass Systems,large,409471714,Biometric Security & Behavioral Authentication,B2C,LU,https://neuropass.com
VeriPalm Tech,medium,33907802,Biometric Security & Behavioral Authentication,B2C,BE,https://veripalm.com
IrisTrust Security,large,160243172,Biometric Security & Behavioral Authentication,B2C,JP,https://iristrust.com
PrintLock Solutions,medium,41203116,Biometric Security & Behavioral Authentication,B2B,CH,https://printlock.com
VoiceKey Auth,micro,91985,Biometric Security & Behavioral Authentication,B2C,JP,https://voicekey.com
GaitGuard Technologies,medium,13185921,Biometric Security & Behavioral Authentication,B2B,AU,https://gaitguard.com
EchoVerify Security,medium,46326385,Biometric Security & Behavioral Authentication,B2B,EE,https://echoverify.com
SynapseScan ID,small,2061823,Biometric Security & Behavioral Authentication,B2C,NO,https://synapsescan.com
PulseCode Access,large,240934928,Biometric Security & Behavioral Authentication,B2B,SG,https://pulsecode.com
