name,size,totalRevenue,industry,businessType,country,website
FundHive,MEDIUM,34433917,Crowdfunding & Tokenization Platforms,B2C,CN,https://fundhive.com
TokenSpring,LARGE,370588567,Crowdfunding & Tokenization Platforms,B2B,SE,https://tokenspring.se
CrowdNest,MEDIUM,45967485,Crowdfunding & Tokenization Platforms,B2C,KR,https://crowdnest.com
RaiseSphere,MEDIUM,37097639,Crowdfunding & Tokenization Platforms,B2B,FR,https://raisesphere.com
CryptoPatron,MEDIUM,48781380,Crowdfunding & Tokenization Platforms,B2C,GB,https://cryptopatron.com
FundMosaic,LARGE,247791333,Crowdfunding & Tokenization Platforms,B2B,DE,https://fundmosaic.com
BlockBoost,MEDIUM,23390235,Crowdfunding & Tokenization Platforms,B2B,CH,https://blockboost.com
InvestWave,MICRO,12934,Crowdfunding & Tokenization Platforms,B2C,GB,https://investwave.com
CrowdCatalyst,LARGE,111780981,Crowdfunding & Tokenization Platforms,B2C,AT,https://crowdcatalyst.com
TokenElevate,SMALL,4355449,Crowdfunding & Tokenization Platforms,B2C,GB,https://tokenelevate.com
RoboSynch,MEDIUM,24833951,AI-Driven Robotics & Collaborative Robots,B2B,US,https://robosynch.com
MechaFlow,LARGE,390734689,AI-Driven Robotics & Collaborative Robots,B2C,DK,https://mechaflow.com
AutoColab,LARGE,410571795,AI-Driven Robotics & Collaborative Robots,B2C,GB,https://autocolab.com
RoboUnity,LARGE,469680983,AI-Driven Robotics & Collaborative Robots,B2B,NL,https://robounity.nl
NeuroBotix,LARGE,442245318,AI-Driven Robotics & Collaborative Robots,B2C,IL,https://neurobotix.com
MachinaEdge,MICRO,65207,AI-Driven Robotics & Collaborative Robots,B2B,GB,https://machinaedge.com
CogniMech,MEDIUM,6505812,AI-Driven Robotics & Collaborative Robots,B2B,NL,https://cognimech.com
SynerBot,MICRO,171253,AI-Driven Robotics & Collaborative Robots,B2B,IS,https://synerbot.com
Colabotics,MICRO,68551,AI-Driven Robotics & Collaborative Robots,B2B,FR,https://colabotics.com
AutoSynergy,MEDIUM,23494264,AI-Driven Robotics & Collaborative Robots,B2B,FR,https://autosynergy.fr
GenAIStudio,MEDIUM,35241836,Generative AI & AI-Generated Content,B2C,NO,https://genaistudio.com
DeepCreate,MICRO,215728,Generative AI & AI-Generated Content,B2C,CH,https://deepcreate.com
AIArtisan,MEDIUM,25955802,Generative AI & AI-Generated Content,B2B,CH,https://aiartisan.com
SynthWorks,MICRO,475656,Generative AI & AI-Generated Content,B2B,DE,https://synthworks.com
NeuralMosaic,MEDIUM,7260473,Generative AI & AI-Generated Content,B2B,FR,https://neuralmosaic.com
DreamWeaveAI,MICRO,275512,Generative AI & AI-Generated Content,B2B,LU,https://dreamweave.com
AutoNarrate,MEDIUM,32072285,Generative AI & AI-Generated Content,B2C,NO,https://autonarrate.com
ImagineBot,SMALL,4621158,Generative AI & AI-Generated Content,B2B,CA,https://imaginebot.com
AIVisions,MICRO,465613,Generative AI & AI-Generated Content,B2C,NL,https://aivisions.com
HyperGen,SMALL,2036513,Generative AI & AI-Generated Content,B2C,CZ,https://hypergen.com
AutoMend AI,SMALL,4111008,Self-Healing Systems & Predictive Maintenance,B2C,NZ,https://automendai.nz
RepairSense,MEDIUM,10046747,Self-Healing Systems & Predictive Maintenance,B2C,LU,https://repairsense.com
SelfFix Systems,MICRO,186318,Self-Healing Systems & Predictive Maintenance,B2C,IS,https://selffixsystems.com
PredictiCore,LARGE,271894235,Self-Healing Systems & Predictive Maintenance,B2B,JP,https://predicticore.jp
SmartHeal Analytics,SMALL,4803245,Self-Healing Systems & Predictive Maintenance,B2B,LU,https://smarthealanalytics.com
FixGenius,LARGE,169419640,Self-Healing Systems & Predictive Maintenance,B2B,SG,https://fixgenius.com
AutoCure AI,MICRO,189506,Self-Healing Systems & Predictive Maintenance,B2C,DE,https://autocureai.com
RegenTech Solutions,MEDIUM,28396071,Self-Healing Systems & Predictive Maintenance,B2B,US,https://regentech.com
MendAI Labs,SMALL,2783261,Self-Healing Systems & Predictive Maintenance,B2B,CN,https://mendailabs.com
NeuroFix Systems,MICRO,417850,Self-Healing Systems & Predictive Maintenance,B2C,CN,https://neurofixsystems.com
AutoThink AI,LARGE,276989648,Hyperautomation & Cognitive Automation,B2B,IE,https://autothink.ie
HyperBotics,LARGE,459201847,Hyperautomation & Cognitive Automation,B2C,JP,https://hyperbotics.com
CogniFlow,LARGE,480297044,Hyperautomation & Cognitive Automation,B2B,JP,https://cogniflow.com
Infinite Automate,MICRO,434336,Hyperautomation & Cognitive Automation,B2B,CA,https://infiniteautomate.com
NeuroFIbres,MEDIUM,49477146,Hyperautomation & Cognitive Automation,B2B,CH,https://neurofibres.com
AIOrchestrate,SMALL,2871898,Hyperautomation & Cognitive Automation,B2C,DE,https://aiorchestrate.com
SynaptiFlow,MICRO,262220,Hyperautomation & Cognitive Automation,B2B,SG,https://synaptiflow.com
AutoMinds,SMALL,3825260,Hyperautomation & Cognitive Automation,B2B,IS,https://autominds.com
MindMesh Automation,MEDIUM,48691317,Hyperautomation & Cognitive Automation,B2B,LU,https://mindmesh.com
Cognitive Ops,LARGE,353922972,Hyperautomation & Cognitive Automation,B2C,AU,https://cognitiveops.au
MediAI Health,SMALL,1949016,Digital Therapeutics & Telemedicine AI,B2C,NL,https://mediaihealth.com
TheraBotix,SMALL,2640339,Digital Therapeutics & Telemedicine AI,B2C,IE,https://therabotix.com
CuraSense,SMALL,3501830,Digital Therapeutics & Telemedicine AI,B2B,NZ,https://curasense.com
NeuroMedix,MICRO,352590,Digital Therapeutics & Telemedicine AI,B2C,SG,https://neuromedix.com
AI WellCare,LARGE,469765559,Digital Therapeutics & Telemedicine AI,B2C,FI,https://aiwellcare.com
TeleCure AI,LARGE,62610097,Digital Therapeutics & Telemedicine AI,B2B,CA,https://telecure.ca
DigiThera Health,MICRO,264499,Digital Therapeutics & Telemedicine AI,B2C,DK,https://digitherahealth.com
MindHeal Tech,LARGE,81499737,Digital Therapeutics & Telemedicine AI,B2B,DK,https://mindhealtech.com
SympTrack AI,SMALL,3076101,Digital Therapeutics & Telemedicine AI,B2C,DE,https://symptrack.com
WellBot TeleHealth,MICRO,274340,Digital Therapeutics & Telemedicine AI,B2C,DE,https://wellbottelehealth.com
SkyNet Drones,LARGE,242397031,Autonomous Drone Technology,B2C,CA,https://skynetdrones.com
AeroVision AI,MEDIUM,20450605,Autonomous Drone Technology,B2B,SG,https://aerovision.com
HoverTech Systems,MEDIUM,31927958,Autonomous Drone Technology,B2B,KR,https://hovertechsystems.com
QuantumFlight Robotics,LARGE,94181377,Autonomous Drone Technology,B2B,JP,https://quantumflight.com
Nimbus Aerial,MEDIUM,17541680,Autonomous Drone Technology,B2C,FR,https://nimbusaerial.com
HawkEye UAV,SMALL,2597522,Autonomous Drone Technology,B2B,SE,https://hawkeye-uav.com
Aether DroneTech,SMALL,2483671,Autonomous Drone Technology,B2C,IL,https://aetherdronetech.com
FalconFly AI,MEDIUM,21395150,Autonomous Drone Technology,B2B,CA,https://falconfly.ca
CloudWing Systems,MEDIUM,40475191,Autonomous Drone Technology,B2C,JP,https://cloudwing.jp
OrbitX Robotics,SMALL,630720,Autonomous Drone Technology,B2C,JP,https://orbitxrobotics.com
NextGen Automation,LARGE,321776016,Smart Factories & Industry 4.0,B2C,CH,https://nextgenautomation.com
FactoryMind AI,MEDIUM,32407356,Smart Factories & Industry 4.0,B2B,CA,https://factorymind.com
CyberFab Systems,MICRO,407185,Smart Factories & Industry 4.0,B2C,CA,https://cyberfab.com
SmartForge Technologies,LARGE,62281609,Smart Factories & Industry 4.0,B2B,DK,https://smartforge.dk
PrecisionAI Manufacturing,MEDIUM,31209661,Smart Factories & Industry 4.0,B2B,GB,https://precisionai.com
AutoFab Solutions,SMALL,3515384,Smart Factories & Industry 4.0,B2B,US,https://autofabsolutions.com
MechaSync Robotics,SMALL,2037815,Smart Factories & Industry 4.0,B2B,HK,https://mechasyncrobotics.com
HyperFlow Automation,SMALL,4617025,Smart Factories & Industry 4.0,B2B,DK,https://hyperflowautomation.dk
IndustriEdge AI,MICRO,237934,Smart Factories & Industry 4.0,B2B,US,https://industriege.com
NeuroFab Labs,LARGE,314397630,Smart Factories & Industry 4.0,B2B,CN,https://neurofablabs.com
HyperTarget AI,SMALL,2437158,AI-Powered Personalization & Recommendation Systems,B2B,CH,https://hypertarget.com
RecomGenie,MEDIUM,28515330,AI-Powered Personalization & Recommendation Systems,B2B,KR,https://recomgenie.com
NeuralChoice Systems,MICRO,449697,AI-Powered Personalization & Recommendation Systems,B2C,CH,https://neuralchoice.com
PerceptiveAI,SMALL,4189162,AI-Powered Personalization & Recommendation Systems,B2B,AU,https://perceptive.com
InsightX Personalization,MICRO,439950,AI-Powered Personalization & Recommendation Systems,B2C,IL,https://insightxpersonalization.il
SmartSuggest AI,LARGE,193343859,AI-Powered Personalization & Recommendation Systems,B2C,DE,https://smartsuggest.com
DeepAffinity Tech,LARGE,444798313,AI-Powered Personalization & Recommendation Systems,B2C,AT,https://deepaffinity.com
TailorMade AI,MICRO,340511,AI-Powered Personalization & Recommendation Systems,B2B,NL,https://tailormade.nl
PersonaCraft,LARGE,99799496,AI-Powered Personalization & Recommendation Systems,B2C,KR,https://personacraft.com
SynapseRecs,LARGE,460639408,AI-Powered Personalization & Recommendation Systems,B2C,AU,https://synapserecs.com
OrbitalLink,MEDIUM,32395468,Satellite-Based Internet & Global Connectivity,B2B,AT,https://orbitallink.com
CelestiaNet,MEDIUM,49293175,Satellite-Based Internet & Global Connectivity,B2C,SG,https://celestianet.com
StarWave Broadband,SMALL,943772,Satellite-Based Internet & Global Connectivity,B2C,CH,https://starwave.com
SkyBridge Connect,MICRO,476463,Satellite-Based Internet & Global Connectivity,B2C,NL,https://skybridgeconnect.com
ExoComm Networks,MICRO,280484,Satellite-Based Internet & Global Connectivity,B2B,IT,https://exocomm.com
AetherLink Systems,LARGE,488004345,Satellite-Based Internet & Global Connectivity,B2B,JP,https://aetherlink.com
NovaBeam Communications,MICRO,422862,Satellite-Based Internet & Global Connectivity,B2C,KR,https://novabeam.com
StratosSync,MEDIUM,14150088,Satellite-Based Internet & Global Connectivity,B2B,DE,https://stratossync.com
AstroGrid Internet,MICRO,450786,Satellite-Based Internet & Global Connectivity,B2C,NL,https://astrogrid.com
GalactiNet Solutions,LARGE,422216635,Satellite-Based Internet & Global Connectivity,B2B,NO,https://galactinet.no
BioSecureID,MICRO,47302,Biometric Security & Behavioral Authentication,B2C,DE,https://biosecureid.de
NeuroPass Systems,LARGE,409471714,Biometric Security & Behavioral Authentication,B2C,LU,https://neuropass.com
VeriPalm Tech,MEDIUM,33907802,Biometric Security & Behavioral Authentication,B2C,BE,https://veripalm.com
IrisTrust Security,LARGE,160243172,Biometric Security & Behavioral Authentication,B2C,JP,https://iristrust.com
PrintLock Solutions,MEDIUM,41203116,Biometric Security & Behavioral Authentication,B2B,CH,https://printlock.com
VoiceKey Auth,MICRO,91985,Biometric Security & Behavioral Authentication,B2C,JP,https://voicekey.com
GaitGuard Technologies,MEDIUM,13185921,Biometric Security & Behavioral Authentication,B2B,AU,https://gaitguard.com
EchoVerify Security,MEDIUM,46326385,Biometric Security & Behavioral Authentication,B2B,EE,https://echoverify.com
SynapseScan ID,SMALL,2061823,Biometric Security & Behavioral Authentication,B2C,NO,https://synapsescan.com
PulseCode Access,LARGE,240934928,Biometric Security & Behavioral Authentication,B2B,SG,https://pulsecode.com
